species,genus,k_M,L_m,g,A0
Neotoma_albigula,Neotoma,0.21329222921177615,2.4179999999999997,0.07983082810041588,99873.41989827265
Neotoma_cinerea,Neotoma,0.2381389178593519,2.7198,0.08814707627489957,107506.03501032887
Neotoma_floridana,Neotoma,0.1445214260949728,2.6145,0.06877573840475154,118298.39924313189
Neotoma_lepida,Neotoma,0.4047896191280618,1.6019000000000003,0.020959776370134322,387869.6168432489
Neotoma_macrotis,Neotoma,0.09330769436910755,2.5792,0.11661303361762843,75346.72705128755
Neotoma_micropus,Neotoma,0.09842608424053614,2.5467,0.08901239887243827,92397.40852594137
Neotoma_stephensi,Neotoma,0.07808396317584691,2.6502,0.1356154202392582,63862.51447621948
Neotrygon_annotata,Neotrygon,0.0027651688710085567,6.1158,1.0826540153082471,7679.9393737654045
Neotrygon_kuhlii,Neotrygon,0.0012378776254567687,9.9908,1.315233280366678,4407.586250247769
Neotrygon_picta,Neotrygon,0.00249685193901156,6.292600000000001,0.9457925605901625,7686.358670065076
Nerodia_harteri,Nerodia,0.018639637707165736,4.1236,0.30994344289659287,30312.605923493044
Nerodia_sipedon,Nerodia,0.0020286594306036317,6.4651,2.362321899446627,12518.705251729676
Nesokia_indica,Nesokia,0.2688461412549411,1.8006,0.03120737042474145,258141.6114926576
Nestor_notabilis,Nestor,0.1657950858181253,3.3494,0.0492135927161361,152614.5322517689
Netta_rufina,Netta,0.2745419600107839,3.17,0.03625424799345118,213434.9669803431
Netuma_bilineata,Netuma,0.001586501586434796,5.1899,2.3590609886820326,2286.6682306876487
Netuma_thalassina,Netuma,0.0014047395891415258,6.795,2.0959213484485497,2545.929377195522
Neurergus_crocatus,Neurergus,0.008180021930333932,1.6945,1.479181173105072,5299.787028571577
Neurergus_kaiseri,Neurergus,0.015454895073606612,1.8949,2.9196379239579153,5144.127614489557
Neurergus_microspilotus,Neurergus,0.009260531469266593,3.0668,3.0106480339016835,5021.492048463353
Neurotrichus_gibbsii,Neurotrichus,1.2384983487532002,0.71953,0.04880395923124672,165614.8769092828
Nezara_viridula,Nezara,0.10978647261926995,0.76379,0.1754004977675273,25652.17590998302
Nezumia_aequalis,Nezumia,0.00607943254389109,2.3064,1.8045725302865034,3740.1312954092373
Nezumia_liolepis,Nezumia,0.01840737635059864,1.778,0.9871268915183734,6985.077844825632
Nezumia_sclerorhynchus,Nezumia,0.004642641189199362,2.2445,2.0084625957469036,2987.0224732037423
Nibea_albiflora,Nibea,0.0019371258709763126,1.4181,12.55424843736597,464.7002805546742
Nibea_maculata,Nibea,0.0005426056031025388,1.34,27.68289792162262,582.3477008012931
Nimbaphrynoides_occidentalis,Nimbaphrynoides,0.007782113150855644,1.0167,2.5555876846358725,5892.470617701827
Ningaui_yvonnae,Ningaui,0.01801607639262812,1.5175,0.7247416897493377,10791.836520089193
Ninox_novaeseelandiae,Ninox,0.07546775136863952,2.7665,0.14448116841927808,54544.680022474546
Ninox_scutulata,Ninox,0.057851726128741766,2.9961,0.16906522214466815,43818.14226889651
Ninox_strenua,Ninox,0.049340785022855375,4.8488,0.1152967108934355,65390.89377744985
Ninox_theomacha,Ninox,0.11899783368100236,2.2187,0.11099138404658851,66628.25467116614
Nipponia_nippon,Nipponia,0.16004733010549319,4.0319,0.04372264998460798,181148.6180221066
Nitokra_spinipes,Nitokra,0.004378852216867105,0.39897,10.70960019900557,417.18585889259754
Noctilio_albiventris,Noctilio,1.2345620131977326,0.82257,0.022309891588240743,356921.4111550669
Noctilio_leporinus,Noctilio,0.10438784035665197,1.7077,0.1289386197641534,71370.24870391354
Nodipecten_subnodosus,Nodipecten,0.003477880777255456,1.2794,2.9953249738973486,2142.934060880146
Notacanthus_chemnitzii,Notacanthus,0.003317814093783527,11.5743,0.4927688050746703,11794.426933713821
Notarius_rugispinis,Notarius,0.0027146331147223355,7.738200000000001,0.5706363229591098,9903.236919695912
Notechis_scutatus,Notechis,0.003890766281425071,8.3626,0.9314648724963593,9245.23180103528
Notemigonus_crysoleucas,Notemigonus,0.004129860663544428,4.3708,1.3795514278596113,3953.6418948736546
Notharchus_macrorhynchos,Notharchus,0.07465976608473095,2.408,0.15140110961160888,49003.66732477257
Nothobranchius_furzeri,Nothobranchius,0.2945329461086886,0.52981,0.47215413300541875,11610.68049647469
Nothobranchius_kadleci,Nothobranchius,0.13079719485327868,0.71138,1.7752412498623582,3092.0885374541513
Nothocricetulus_migratorius,Nothocricetulus,0.26290817903764324,1.4021,0.07064117158812264,118257.75627083716
Nothonotus_bellus,Nothonotus,0.0029014107525754526,1.6425,9.562345563383452,573.5640677306052
Nothonotus_juliae,Nothonotus,0.005059264716308137,1.2329999999999999,3.3210574303140987,2168.6670946666954
Nothonotus_maculatus,Nothonotus,0.03701135050904136,0.99074,0.5616790859613443,9685.08628165026
Nothonotus_rubrus,Nothonotus,0.010395259628216575,0.71107,2.8027164935945,1961.1759471155037
Nothonotus_vulneratus,Nothonotus,0.08153247324781866,0.73275,0.31474859400337213,18446.764299959115
Nothonotus_wapiti,Nothonotus,0.06284026592632154,0.8320299999999999,0.39277049476201603,14078.943122377828
Nothoprocta_ornata,Nothoprocta,0.5240822374902311,2.1501,0.019641840689066645,407583.9705667289
Nothoprocta_perdicaria,Nothoprocta,0.07020955081914963,3.5177,0.12486631455582085,63328.19228963373
Notiochelidon_cyanoleuca,Notiochelidon,0.09241560804303095,1.2117,0.19672264262818315,39685.502425195264
Notiosorex_crawfordi,Notiosorex,1.2571831007103385,0.48879,0.034349960244331616,231293.50461382838
Notobalanus_flosculus,Notobalanus,0.13670529545454543,0.09996,1.4952000215108372,3002.806215740016
Notolabrus_celidotus,Notolabrus,0.004825056223819235,1.4644,3.05654877013724,1711.172290623214
Notolabrus_fucicola,Notolabrus,0.0032722057169407657,4.1574,1.4372382863148738,4291.16832375406
Notolabrus_parilus,Notolabrus,0.0033409976391593336,4.8232,1.2737754812774864,4918.588394193117
Notoliparis_kermadecensis,Notoliparis,0.005091446690160338,3.0494,1.359667248635149,4171.4195483972835
Notolychnus_valdiviae,Notolychnus,0.007829390847358729,0.53068,5.69351694109663,951.9761692055746
Notomys_alexis,Notomys,0.16869317920625873,1.346,0.10226766391089648,98560.22844021226
Notomys_cervinus,Notomys,0.1744145204357254,1.5258,0.09529851325803258,91043.2572150397
Notonecta_maculata,Notonecta,0.0780920856717392,0.36275,0.5810172173350939,11179.515773563331
Notophthalmus_viridescens,Notophthalmus,0.00293787867379787,1.0934,6.270630730906494,1763.8225856594106
Notopterus_notopterus,Notopterus,0.0035557692307692304,9.032,0.5978382971955732,8748.746898679005
Notoryctes_caurinus,Notoryctes,0.14873509838747223,1.5952,0.10459313355549175,75018.05681162523
Notorynchus_cepedianus,Notorynchus,0.005783986011530269,30.7592,0.3512266042161702,26912.336219782796
Notoscopelus_elongatus,Notoscopelus,0.010817474860818096,0.74636,2.83066172383699,1941.097025604179
Notoscopelus_japonicus,Notoscopelus,0.12949693394962478,0.65228,0.2588546275270247,21269.24716482723
Notoscopelus_kroyeri,Notoscopelus,0.020109042511114048,0.74657,1.7112055404089883,3215.4559286226463
Notoscopelus_resplendens,Notoscopelus,0.08209509795379791,0.67638,0.3948675335254877,14711.126182614245
Notothenia_coriiceps,Notothenia,0.03283699850496004,0.7204300000000001,1.6880588030687866,6682.32702896538
Notothenia_neglecta,Notothenia,0.02188108332172735,1.5103,0.7260265651276051,7586.2837634647285
Notothenia_rossii,Notothenia,0.007546201478531825,2.8071,1.714964791377554,5059.754993393527
Nototheniops_larseni,Nototheniops,0.011021546839831767,0.79832,7.292082338784135,1661.166400547397
Nototodarus_sloanii,Nototodarus,0.0021662919815383284,4.6086,2.9778917153855082,1968.8524795865414
Notropis_amabilis,Notropis,0.008246085640602623,0.49495999999999996,5.1243634514134335,1047.4401949706394
Notropis_atherinoides,Notropis,0.007053620884152941,0.99634,3.267876841133708,1641.147427159454
Notropis_atrocaudalis,Notropis,0.00970232906983575,0.42964,5.049527710973106,1046.8620768657538
Notropis_bifrenatus,Notropis,0.26319826405928953,0.5345,0.12085629652574723,44084.115701338334
Notropis_blennius,Notropis,0.00326858078015322,1.0011,6.1384224612660105,934.0615129828578
Notropis_boops,Notropis,0.11134208487749248,0.65494,0.34373532867930345,15508.668433288913
Notropis_buccatus,Notropis,0.006728225316056637,0.59758,7.1117803059208,757.8671773840347
Notropis_buccula,Notropis,0.00437562437754491,1.1421,4.957377239698921,2278.964311639854
Notropis_buchanani,Notropis,0.004992244109997671,0.46729,8.80391516536725,605.4855388505564
Notropis_chalybaeus,Notropis,0.10265748787591747,0.69829,0.21828926687665232,25596.832024962925
Notropis_chrosomus,Notropis,0.01280013722316918,0.80393,2.2355756813558694,2390.061877825396
Notropis_girardi,Notropis,0.0426333891993705,0.71046,0.9756244858954263,5570.4005664986735
Notropis_heterolepis,Notropis,0.09369101306127504,0.86464,0.24059055899300727,21908.462791007765
Notropis_hudsonius,Notropis,0.003747212565923513,1.505,3.847644067606343,1475.0111376944374
Notropis_jemezanus,Notropis,0.00684460248492946,0.74948,4.081177004108236,1352.4739491056273
Notropis_longirostris,Notropis,0.09820711418250165,0.54544,0.3661458321969673,14335.172089312879
Notropis_maculatus,Notropis,0.1522984655242653,0.30137,0.47121685366864824,11136.264857254528
Notropis_oxyrhynchus,Notropis,0.005437320184585019,0.9941699999999999,5.430643792694154,1114.589410178086
Notropis_petersoni,Notropis,0.007132385671195769,1.3717,2.3124664183627766,2667.6513318980583
Notropis_potteri,Notropis,0.005353304984369088,0.67792,5.920180184873471,901.0367557242414
Notropis_rafinesquei,Notropis,0.006318167079600921,0.55775,5.796891394527726,1145.8759696638608
Notropis_rubellus,Notropis,0.03113648089237884,0.8773400000000001,0.867985387753476,6145.3567505356905
Notropis_sabinae,Notropis,0.012122562638567399,0.38689,4.4016135396203255,1201.8774093732668
Notropis_spectrunculus,Notropis,0.013322742049731705,0.61228,2.8833251792719845,1831.278642407781
Notropis_stramineus,Notropis,0.008669328250247759,0.58533,4.389074849214616,1234.6277195490545
Notropis_texanus,Notropis,0.0047403477951710625,0.7737900000000001,5.652347164789804,957.3363422195534
Notropis_topeka,Notropis,0.05642536930927117,0.86302,0.5200814117553646,10403.8784338225
Notropis_volucellus,Notropis,0.01933265141342044,0.9155699999999999,1.2913270666963208,4160.0248858676205
Notropis_xaenocephalus,Notropis,0.015507612948388216,0.9379699999999999,2.367507750724815,2363.2731377858645
Noturus_albater,Noturus,0.030569891289888112,1.4966,0.5669178178860229,12013.816110413207
Noturus_baileyi,Noturus,0.004609301766277489,1.0542,15.046739099479877,391.6893611309108
Noturus_eleutherus,Noturus,0.0036621328839672603,1.9266,2.7453894834425037,3883.027382912359
Noturus_exilis,Noturus,0.006627328873642575,2.6796,5.619364908606968,1582.8720618046937
Noturus_flavipinnis,Noturus,0.004010420840041912,1.1544,4.263623826757082,1336.8118467477932
Noturus_flavus,Noturus,0.022802092997569395,2.0059,0.8526692791615073,6181.727466817056
Noturus_funebris,Noturus,0.0038135811049482484,1.7567,5.143807231598199,1239.6527833782034
Noturus_gyrinus,Noturus,0.018830770692855624,1.6988999999999999,0.2462990567491084,21626.499858327028
Noturus_hildebrandi,Noturus,0.01982521786016816,0.7989899999999998,1.5552250911561414,5932.845838417962
Noturus_insignis,Noturus,0.046691880625492,2.2553,0.31390961148943775,17473.406417411756
Noturus_lachneri,Noturus,0.03053228731436518,1.2869,0.4977094504942417,11314.99120900349
Noturus_miurus,Noturus,0.1075523997431907,1.7866,0.10210607180043164,54789.91449352496
Noturus_munitus,Noturus,0.0032896390797564523,1.4107,4.228893487725595,1330.4965698239848
Noturus_nocturnus,Noturus,0.003930370698458585,2.3462,2.3074497959674645,2848.526844944864
Noturus_phaeus,Noturus,0.0036060075145287794,0.47629000000000005,51.713376961653395,107.6201167422216
Noturus_stigmosus,Noturus,0.09768950693306887,1.3507,0.17205103988988374,31954.8371308018
Novaculichthys_taeniourus,Novaculichthys,0.004921824246305848,5.3554,0.8509261990279172,6492.06839762417
Nuchequula_blochii,Nuchequula,0.0071585940792296765,2.1047,1.4500195935562303,3740.2888717521614
Nuchequula_gerreoides,Nuchequula,0.005748843575833426,5.7482,0.8703453632119466,6187.302689029424
Nucifraga_caryocatactes,Nucifraga,0.8622057226973943,1.4332000000000003,0.01854313705271977,399994.55059926136
Numenius_arquata,Numenius,0.08598828515955899,3.8080999999999996,0.11772107462574935,86870.67990501213
Numenius_phaeopus,Numenius,0.27469136971172514,2.4257,0.04837773947630573,160120.5073094285
Numenius_tahitiensis,Numenius,0.06061940625181078,3.7072,0.22690514914233365,49458.006848633035
Numida_meleagris,Numida,0.1947476014685627,3.3617999999999997,0.029428634217591957,259358.15139326363
Nyctalus_lasiopterus,Nyctalus,0.8475787765450978,1.4931,0.05305882706778295,149339.607706121
Nyctalus_noctula,Nyctalus,0.047267567764759516,2.5935,2.7305185398988625,2936.04174896032
Nyctalus_plancyi,Nyctalus,1.1992853273121231,0.8751199999999999,0.035844053524401454,220422.8991030867
Nyctereutes_procyonoides,Nyctereutes,0.025530632169472236,11.0731,0.2666966221529653,30040.987446766325
Nycteris_thebaica,Nycteris,0.13337334861540545,1.0814,0.1952160567881955,59233.33772379252
Nyctibius_grandis,Nyctibius,0.08643615258236877,3.4284,0.09414934205441179,81803.79553281683
Nyctibius_griseus,Nyctibius,0.09483130754395709,2.4768,0.09998800121638801,76322.40540917534
Nycticebus_coucang,Nycticebus,0.0042792982174365375,9.3884,5.761433772502615,1426.1614134941406
Nycticebus_pygmaeus,Nycticebus,0.005054653451633686,7.3625,13.185315131787133,614.4467951510611
Nycticeius_humeralis,Nycticeius,0.10845658773759709,1.0993,0.18984900892733364,43166.712935294156
Nycticorax_nycticorax,Nycticorax,0.09712895064072755,3.4835,0.0964419252762793,83772.04960723012
Nyctidromus_albicollis,Nyctidromus,0.5361570881239117,1.1697,0.036812978840058616,201486.54688547886
Nyctimene_albiventer,Nyctimene,0.2240618460457771,1.3076,0.06245066486869169,132618.14684296385
Nyctimene_cyclotis,Nyctimene,0.20099164828968633,1.4474,0.09748197793687204,85247.06513507268
Nyctimene_robinsoni,Nyctimene,0.13710674509218201,1.7206,0.12021320422532891,67690.04151578546
Nyctiphanes_australis,Nyctiphanes,0.14353853278655948,0.23424999999999999,0.7335258266460545,12081.580138775464
Nyctomys_sumichrasti,Nyctomys,0.8160355084177667,1.5527,0.09517320297866294,84522.72806926252
Nyctophilus_bifax,Nyctophilus,0.09654286786614806,1.1299000000000001,0.23339857223311763,51067.73022048884
Nyctophilus_corbeni,Nyctophilus,0.3071266810640794,1.1271,0.08487921571091846,94303.22715590779
Nyctophilus_geoffroyi,Nyctophilus,0.7355712361952144,0.74637,0.042465660079936456,190622.1441713323
Nyctophilus_gouldi,Nyctophilus,0.12124038397164906,1.1787999999999998,0.20322119358340107,41356.19179949681
Nyctyornis_athertoni,Nyctyornis,0.27146032463225006,1.4609,0.051483145756168205,161092.77111201105
Nymphicus_hollandicus,Nymphicus,0.06330239077158697,2.3024000000000004,0.1877837642177502,41199.6636603794
Oblada_melanura,Oblada,0.004607647254912313,4.8142,0.969428758686932,11407.956421769211
Obliquaria_reflexa,Obliquaria,0.0031237460162102846,1.6062,4.000908165704494,593.4088766328367
Oceanites_oceanicus,Oceanites,0.0552040613506455,1.8248,0.13723940858510103,55719.251836007395
Oceanodroma_castro,Oceanodroma,0.05264462261584099,1.9974,0.11224663874291643,68365.58812416003
Oceanodroma_furcata,Oceanodroma,0.05279503863644617,2.0611,0.11527731965051112,66760.20527210212
Oceanodroma_leucorhoa,Oceanodroma,0.05828201968635227,1.9511000000000003,0.1571397748863724,66655.58353071369
Oceanodroma_microsoma,Oceanodroma,0.049540001503658046,1.4331999999999998,0.16812503158676592,61433.110063427484
Oceanodroma_tristrami,Oceanodroma,0.038198202836237816,2.4528,0.15744047630500016,49761.560514796736
Ochotona_curzoniae,Ochotona,0.3800219456443372,1.8498,0.04790568435024245,227792.57026621496
Ochotona_dauurica,Ochotona,0.1068034479034605,2.7862,0.11316781736155787,73045.54136021184
Ochotona_princeps,Ochotona,0.14328362232253813,2.1797,0.18162093851142344,63833.153291570175
Ochrotomys_nuttalli,Ochrotomys,0.07262702269624138,1.9214000000000002,0.6082171238073845,15182.511155359542
Ochthoeca_rufipectoralis,Ochthoeca,1.3500421828526616,0.59774,0.023853302443905725,314265.26447099197
Ocreatus_underwoodii,Ocreatus,1.6100439377691342,0.43230999999999997,0.03124972636478967,237051.2733128759
Octodon_bridgesii,Octodon,0.1893341930889125,1.8796,0.06603768693103905,181717.04362336893
Octodon_degus,Octodon,0.4282084191647605,1.7057,0.027700076279577265,319740.6645495534
Octodon_lunatus,Octodon,0.18583711458014293,2.0728,0.06697504573031482,173854.19199205455
Octodontomys_gliroides,Octodontomys,0.22400361362972976,1.7376999999999998,0.05285791379559733,216348.7442199522
Octolasion_cyaneum,Octolasion,1.2122792538065783,0.46474,0.04070858602590204,106249.72763534398
Octomys_mimax,Octomys,0.11960079309462804,2.0903,0.10688734251214127,83072.01488591215
Octopus_bimaculoides,Octopus,0.02695756529411543,1.7608000000000001,0.4424980022034463,14640.976133572423
Octopus_briareus,Octopus,0.06492906170135086,1.9421,0.1268847030207966,44423.11951695718
Octopus_cyanea,Octopus,0.4566692845204439,0.26678,0.014460286047766654,851706.5965151826
Octopus_joubini,Octopus,0.04439233023769849,0.86786,0.5144274363233863,19455.744871667932
Octopus_maya,Octopus,0.0061173420956553495,3.38,0.6618104148425028,8502.352205889005
Octopus_mimus,Octopus,1.7127333581362136,1.8576,0.0084367059624714,921757.7043221962
Octopus_pallidus,Octopus,0.054999507389870084,2.8444,0.14284015893947993,40441.34205787492
Octopus_tehuelchus,Octopus,0.019549416607463677,1.3266,0.7380200128841222,7770.869000860439
Octopus_tetricus,Octopus,0.017069958113311787,1.7144,0.4457925031525787,26859.410538486543
Octopus_vulgaris,Octopus,0.001275896047638061,4.8785,3.0124707057166376,1812.0682517029504
Ocyphaps_lophotes,Ocyphaps,0.09844867033646466,2.5823,0.10860107561398011,67947.98821731056
Ocyurus_chrysurus,Ocyurus,0.0020081184805173205,10.6633,0.6691209259678538,7941.210608011874
Odax_pullus,Odax,0.005763530046122268,2.366,1.861326403270041,6241.479683961867
Odaxothrissa_mento,Odaxothrissa,0.0032465123596893213,0.42609,14.488474322219137,380.0433934526967
Odobenus_rosmarus_divergens,Odobenus,0.007057621186301058,44.45973552603258,0.13031971036438944,76779.62602828967
Odobenus_rosmarus_rosmarus,Odobenus,0.0024823044720399916,49.6132,0.24693259024191086,38436.58732812053
Odocoileus_hemionus,Odocoileus,0.006114386481836999,30.477899999999998,0.5231772755538774,15736.773024640062
Odocoileus_virginianus,Odocoileus,0.003346325387360967,33.3085,1.5550719704009752,5957.5256293636185
Odontaster_validus,Odontaster,0.005722704847826279,0.7678000000000001,2.029726359324983,1414.8891552632654
Odontesthes_argentinensis,Odontesthes,0.005495622966595666,0.85444,4.489871457762462,1178.8139153102143
Odontesthes_bonariensis,Odontesthes,0.004620368766257966,0.8806300000000001,3.908735214162305,1504.7058711091138
Odontesthes_nigricans,Odontesthes,0.007128385386751524,2.5230999999999995,1.4408725853314264,5395.589147475127
Odontesthes_regia,Odontesthes,0.06164463643766139,2.4316,0.14604880544910495,42680.45521486316
Odontocymbiola_magellanica,Odontocymbiola,0.003936611872333094,4.5698,0.4335077382253927,11309.135783986867
Odontophorus_stellatus,Odontophorus,0.028967573926463864,3.8074,0.26002088425597,28682.30500122483
Odontostilbe_paraguayensis,Odontostilbe,0.005525381131742006,0.75307,5.3244428154345025,1750.4877254050825
Odonus_niger,Odonus,0.0032109972143475212,10.4367,0.5579458179092166,9593.497318814012
Odorrana_grahami,Odorrana,0.012118497703803556,3.6247,0.6951704359176809,11516.020783577973
Odorrana_margaretae,Odorrana,0.007043296932222655,3.5352,1.1640411535609172,7274.375571514697
Odorrana_swinhoana,Odorrana,0.0027026034076026036,3.5299,2.3258057235733975,6802.479653230517
Oedalechilus_labeo,Oedalechilus,0.00320890269228702,4.4307,1.8191428288974434,3787.8233875570754
Oedura_monilis,Oedura,0.0032340763432398764,2.2653,8.400725294848653,1112.2360403054706
Oena_capensis,Oena,0.050888597405857466,1.9122,0.28372452780297247,25968.665715030675
Oenanthe_familiaris,Oenanthe,0.11679638193315013,1.3516,0.20461543679170482,37486.20331895116
Oenanthe_oenanthe,Oenanthe,0.11566558960372948,1.55,0.20776246266729478,36590.34712813266
Oikopleura_dioica,Oikopleura,0.9461426491994177,0.041,1.0827016885553473,6345.2380952380945
Oikopleura_longicauda,Oikopleura,1.11488504463185,0.06545199999999998,0.9311723210608832,2268.322445156243
Oithona_similis,Oithona,0.2265254090909091,0.013705000000000002,6.680558768175517,844.5242112885453
Okamejei_acutispina,Okamejei,0.0032580714060347605,5.7955,0.6564929385537522,11968.755703224178
Okamejei_kenojei,Okamejei,0.0035851363113702183,10.8931,0.532554931456714,13355.528002833049
Okapia_johnstoni,Okapia,0.005391339636104628,50.449,0.9305568091241487,8919.08348672865
Oligocottus_maculosus,Oligocottus,0.014951263710641477,1.3475,1.200486755531228,6956.960112768871
Oligoneuriella_rhenana,Oligoneuriella,0.00525425,0.15336,2.0784525749319505,4826.078961953936
Oligoplites_saliens,Oligoplites,0.0015187424638585848,5.4965,2.6193828247457427,2064.2132313985658
Oligoryzomys_longicaudatus,Oligoryzomys,0.47471948961080795,1.1047,0.053514091346286465,151750.7185351001
Oligosarcus_hepsetus,Oligosarcus,0.004217008457676566,4.9718,1.0298518405417865,5398.285846444787
Oligosarcus_jenynsii,Oligosarcus,0.002518932295489287,5.702960440165731,1.4078170069752673,4377.9089687735195
Oligosoma_suteri,Oligosoma,0.0015393419322758083,2.8931,5.0255192636265,1835.9087150180808
Oligosoma_zelandicum,Oligosoma,0.005438158791742855,1.6147,3.6682631064283724,3072.374464639085
Olivancillaria_deshayesiana,Olivancillaria,0.006149607048931385,0.56906,5.874561250977259,666.9828297103835
Ommastrephes_bartramii,Ommastrephes,0.013767968109151422,5.837999999999999,0.2946226257868022,27639.46101232722
Ommatotriton_vittatus,Ommatotriton,0.0033661594308431316,1.0907,5.499159600477014,2525.456740157803
Oncorhynchus_aguabonita,Oncorhynchus,0.11453562665982404,1.5995,0.02253769637577368,468146.60408224136
Oncorhynchus_clarkii_stomias,Oncorhynchus,0.011083478527254975,2.628,2.008419461260589,3604.30018657711
Oncorhynchus_gilae,Oncorhynchus,0.017257225578188377,2.0019,1.4861100386294055,3655.484418608217
Oncorhynchus_gorbuscha,Oncorhynchus,0.2911433771600219,1.4553,0.07944990319528855,69172.74594887672
Oncorhynchus_keta,Oncorhynchus,0.023614676335233446,5.4535,0.34076798618179216,17761.8527939548
Oncorhynchus_kisutch,Oncorhynchus,0.11114117891634795,1.1834,0.15900463100430962,35229.14367675906
Oncorhynchus_masou,Oncorhynchus,0.11588213303778755,2.1653,0.20849707880108995,32923.21232202788
Oncorhynchus_mykiss,Oncorhynchus,0.06539736492652932,4.3981,0.11364136120816369,74699.78267789337
Oncorhynchus_nerka,Oncorhynchus,0.009695467387821986,4.6448,1.552777138134786,3448.465746432237
Oncorhynchus_tshawytscha,Oncorhynchus,0.004368308829635956,10.2558,1.8301803974928856,4491.829670104632
Ondatra_zibethicus,Ondatra,1.0453834633660346,2.3094,0.012261575227674687,718341.9207337539
Oneillornis_salvini,Oneillornis,0.6917668017563084,0.8739100000000001,0.030914315789849343,241229.68434909973
Onthophagus_binodis,Onthophagus,0.25990111643568375,0.35693,0.5333067117167535,15627.648383516063
Onthophagus_taurus,Onthophagus,0.2124544341693033,0.40268,0.39575154028990367,21045.404428486963
Onychodactylus_japonicus,Onychodactylus,0.0022792000077870027,1.8446,4.430080718750841,4426.855185318884
Onychogalea_fraenata,Onychogalea,0.015031261962485644,10.61,0.6038937783332187,13542.155718180771
Onychomys_leucogaster,Onychomys,0.3814466194844972,1.1981,0.06829373187096628,121478.20437160067
Onychomys_torridus,Onychomys,0.3143043188375093,1.1445,0.08709798562822302,94716.0416927753
Onychoprion_anaethetus,Onychoprion,0.05577737237288689,2.5162000000000004,0.21594330294637773,48980.604360490026
Onychoprion_fuscatus,Onychoprion,0.05467052107605707,2.9777,0.23982076224651364,44250.899889213106
Onychorhynchus_coronatus,Onychorhynchus,1.240287865769158,0.78266,0.02965210385784254,248742.74994453226
Onychoteuthis_banksi,Onychoteuthis,0.03654721984988031,0.50034,1.9717231246863693,4007.788536727974
Ophidion_josephi,Ophidion,0.00895677389034527,2.157,1.4019841966666595,4135.617071549877
Ophiomusa_lymani,Ophiomusa,0.46961516576830686,0.72705,0.08208914200663092,29934.733206512727
Ophisaurus_ventralis,Ophisaurus,0.0015558115774469224,7.256099999999999,2.2263019821706647,3963.02619719764
Ophiura_albida,Ophiura,0.00373113185817444,0.55191,28.259331657574165,92.77587109560714
Ophiura_ophiura,Ophiura,0.0014352273949140345,1.3043,34.763965833799396,75.35278567440623
Ophryotrocha_labronica,Ophryotrocha,0.097415881944168,0.08688,2.3996005932287847,1984.1210909156828
Ophthalmolepis_lineolata,Ophthalmolepis,0.002928451071891393,4.9938,1.3118073153624363,4840.039999939233
Opisthocomus_hoazin,Opisthocomus,0.06205700557678536,3.9022,0.10125172087404419,76066.0714896877
Opisthonema_libertate,Opisthonema,0.006870565027270111,1.4379,2.3561659117969893,2282.3059689691004
Opisthonema_oglinum,Opisthonema,0.009223712873615297,3.9197,0.16215272502549807,35668.02565079366
Opisthopterus_tardoore,Opisthopterus,0.004569332872429595,2.1405,1.4221948465110303,3796.6533722198096
Oplegnathus_woodwardi,Oplegnathus,0.005671253097626041,2.2671,2.4488038039321283,2281.6497269933575
Oplurus_cuvieri,Oplurus,0.002467379556655747,4.3514,3.2242184482063583,2725.006785506549
Opsanus_beta,Opsanus,0.003800859463803787,4.2838,1.2734826757576931,6350.764924304102
Opsanus_tau,Opsanus,0.0032447418738049713,9.008,1.1837706494901148,8905.635051668913
Opsaridium_microcephalum,Opsaridium,0.004490940924567495,9.5661,1.0843376023417564,5228.103112831326
Opsopoeodus_emiliae,Opsopoeodus,0.015077478096388711,0.70837,2.0111543867132693,2914.6416446986877
Orcaella_brevirostris,Orcaella,0.005309561540121955,26.847800000000003,0.13957904970279222,62736.23548077721
Orchesella_cincta,Orchesella,0.2754635560950299,0.033576,0.30804529991403645,19762.98053631712
Orcinus_orca,Orcinus,0.003073910632324128,60.58250000000001,0.20251288142719245,50903.200604747144
Orconectes_eupunctus,Orconectes,0.24621953550796144,0.67477,0.16832633976449252,26934.698379173733
Orconectes_neglectus,Orconectes,0.21056697629482,0.84429,0.18955494014832674,23732.190551240546
Oreamnos_americanus,Oreamnos,0.0018140064866141684,36.8297,3.7267258483014998,2342.935809953889
Orectolobus_halei,Orectolobus,0.003710325732555915,24.7298,0.2700543226573409,34027.93761853733
Orectolobus_hutchinsi,Orectolobus,0.003975100010106397,16.2601,0.4083203554283441,20540.24336317514
Orectolobus_maculatus,Orectolobus,0.003511712421419874,32.1572,0.1823924254066404,30102.393205256445
Orectolobus_ornatus,Orectolobus,0.0031440806882709993,28.916199999999996,0.19688749252908724,30438.286311506046
Oregonichthys_crameri,Oregonichthys,0.0053572924917929116,1.2016,14.419970060479265,419.89449405571924
Oreocharis_arfaki,Oreocharis,0.40027137594618956,1.0187,0.06735883627209235,110687.24910896114
Oreochromis_andersonii,Oreochromis,0.0031808395580635107,10.4277,0.5700229379140818,9194.824095989852
Oreochromis_aureus,Oreochromis,0.0032646688865724327,7.6104,0.7783723306986581,6912.947301662397
Oreochromis_esculentus,Oreochromis,0.00348804883555186,8.8182,0.6564079277617778,7996.212666507667
